OverallQual,2ndFlrSF,1stFlrSF,GarageArea,BsmtFinSF1,LotArea,MasVnrArea,OpenPorchSF,WoodDeckSF,YearRemodAdd,BsmtUnfSF,YearBuilt,GarageYrBlt
5,517,988,240,399,9144,0.0,0,0,1982,484,1940,1940.0
7,1427,495,672,0,7301,500.0,0,0,2003,0,2003,2003.0
6,504,483,264,162,1680,510.0,0,250,2007,321,1972,1972.0
6,784,790,566,712,18800,120.0,111,306,1976,84,1976,1976.0
5,672,672,468,456,10690,0.0,128,0,1997,216,1920,1964.0
6,0,1394,514,609,9500,247.0,76,0,1963,785,1963,1963.0
6,0,1431,296,371,9150,305.0,110,64,1962,728,1962,1962.0
5,0,1268,244,540,7800,200.0,98,0,1954,728,1954,1954.0
5,0,1287,576,72,9830,0.0,17,364,2006,733,1959,1997.0
6,711,953,460,0,8121,0.0,40,100,2000,953,2000,2000.0
4,468,1120,680,0,17120,0.0,59,0,1959,0,1959,1991.0
6,0,752,264,623,7175,0.0,0,353,1984,0,1984,1984.0
5,0,1319,270,428,10634,0.0,0,66,1953,0,1953,1953.0
7,1081,847,434,0,8200,0.0,48,100,2004,847,2003,2003.0
1,0,904,0,350,10020,0.0,0,0,1950,333,1922,1980.0
5,0,914,576,298,8846,0.0,0,0,1996,572,1996,1998.0
8,886,1580,610,0,11143,0.0,214,159,2005,1580,2004,2004.0
9,0,1856,834,1445,11394,350.0,0,113,2010,411,2010,2010.0
6,793,1007,463,0,8123,16.0,63,100,2000,982,2000,2000.0
5,665,1026,308,218,5000,0.0,0,0,1950,808,1924,1924.0
7,0,1301,572,0,7200,0.0,121,216,2006,1293,2006,2006.0
7,858,939,639,0,9245,0.0,53,144,2006,939,2006,2006.0
6,0,784,360,0,9000,0.0,0,0,1950,784,1928,1950.0
6,874,1079,501,985,53107,0.0,231,216,1992,595,1992,1992.0
8,0,1269,430,24,3182,16.0,20,146,2005,1232,2004,2004.0
5,526,658,0,0,8410,0.0,151,0,1996,658,1910,1980.0
6,0,1125,352,631,7200,255.0,0,296,1976,410,1976,1977.0
7,0,1479,577,0,9382,125.0,25,120,2000,1468,1999,1999.0
10,590,1742,846,1280,12474,272.0,134,196,2008,402,2007,2008.0
5,406,961,384,241,8405,0.0,130,0,1950,229,1900,1978.0
6,1157,804,560,690,12209,0.0,192,125,2002,114,2001,2001.0
5,0,882,294,0,8339,0.0,0,0,1959,0,1959,1959.0
4,0,788,0,266,7446,0.0,0,0,1950,522,1941,1980.0
5,299,735,240,0,10134,0.0,39,0,1950,735,1940,1940.0
5,0,1144,596,739,9571,0.0,0,44,1956,405,1956,1956.0
5,0,894,600,777,7200,0.0,0,215,1972,117,1972,1985.0
5,936,876,264,540,7590,288.0,168,0,1962,324,1962,1962.0
5,0,1077,338,0,8967,0.0,0,0,1950,961,1920,1920.0
7,438,1112,438,812,8125,100.0,168,0,2007,280,2006,2007.0
8,0,1288,500,786,14963,0.0,30,120,1996,474,1996,1996.0
7,0,1310,400,24,8767,0.0,0,0,2005,1286,2005,2005.0
5,0,672,240,0,10200,0.0,0,168,1997,672,1940,1940.0
8,1098,1165,420,0,12090,650.0,123,144,1998,1141,1998,1998.0
6,766,806,373,0,10364,0.0,40,0,1996,806,1995,1995.0
4,0,1620,490,1116,9991,0.0,78,120,1993,165,1976,1993.0
6,0,1166,240,0,10480,0.0,0,0,1950,1064,1936,1936.0
6,840,840,308,0,15576,0.0,0,0,1976,840,1915,1960.0
7,1101,1071,947,0,14154,350.0,62,192,2006,1063,2006,2006.0
8,1028,1050,836,789,10800,100.0,102,0,2008,245,2007,2008.0
5,0,1276,350,0,9571,0.0,0,0,1958,1276,1958,1958.0
5,0,1056,572,1056,34650,0.0,0,264,1955,0,1955,1955.0
7,0,1478,484,578,4403,432.0,144,0,2009,892,2009,2009.0
5,0,1028,360,0,8960,0.0,0,0,1950,1008,1927,1927.0
7,1017,1080,678,50,11228,0.0,187,196,1993,499,1993,1993.0
7,0,1340,396,24,8899,0.0,30,100,2007,1316,2007,2007.0
6,728,672,440,209,7844,203.0,0,0,1978,463,1978,1978.0
6,1254,1370,864,1128,22420,0.0,0,0,1950,242,1918,1918.0
5,378,756,240,312,8160,0.0,0,0,1950,444,1940,1940.0
5,0,1056,304,775,8450,0.0,85,0,1968,281,1968,1968.0
7,0,1344,784,1309,7060,200.0,0,0,1998,35,1997,1997.0
6,0,1602,529,1246,16635,126.0,0,240,2000,356,1977,1977.0
5,0,988,520,0,21750,0.0,0,0,1954,988,1954,1954.0
8,1160,1470,696,986,9200,473.0,66,0,1998,484,1998,1998.0
6,0,1196,297,616,9000,74.0,44,0,1956,580,1956,1956.0
7,682,707,240,0,3378,0.0,0,0,1992,651,1946,1947.0
7,0,1644,569,1518,12800,145.0,0,80,1989,0,1989,1989.0
4,0,907,352,288,8593,0.0,0,0,1957,619,1957,1964.0
7,0,1208,628,664,6762,108.0,54,105,2007,544,2007,2007.0
6,0,1412,576,1005,11457,0.0,0,0,1988,387,1988,1988.0
6,504,483,264,387,1680,232.0,0,0,1971,96,1971,1971.0
6,110,1088,0,0,5586,0.0,98,0,1998,901,1920,1980.0
5,600,765,440,471,1920,376.0,36,240,1971,294,1971,1971.0
6,678,926,470,0,10839,0.0,36,0,1998,926,1997,1997.0
4,0,630,0,495,1890,0.0,0,88,1972,135,1972,1980.0
7,834,827,550,385,10667,0.0,61,158,1996,70,1996,1996.0
6,384,734,440,0,4400,0.0,0,0,1950,648,1920,1990.0
6,0,904,180,0,6000,0.0,0,0,2004,884,1926,1926.0
5,0,694,352,365,4280,0.0,0,0,2002,75,1913,1990.0
6,512,684,528,0,12354,0.0,46,0,2000,684,1920,2005.0
10,0,2402,672,1767,15431,200.0,72,0,2008,788,2008,2008.0
4,0,1440,0,133,12108,270.0,0,0,1955,1307,1955,1980.0
5,445,1128,360,0,6240,0.0,0,0,1992,1078,1930,1930.0
7,0,1258,648,0,3922,72.0,16,144,2007,1258,2006,2007.0
7,975,933,493,642,8750,0.0,133,144,1995,273,1994,1994.0
6,0,1689,480,0,9855,0.0,0,0,1956,1436,1956,1956.0
6,0,1888,578,247,16492,0.0,0,0,2002,557,1966,1966.0
7,930,956,431,0,11214,0.0,0,89,1999,930,1998,1998.0
6,596,780,198,0,8600,0.0,0,0,1950,780,1937,1937.0
3,504,679,308,331,6000,0.0,176,0,2002,318,1948,1981.0
6,0,813,270,0,5684,0.0,113,0,2005,813,1930,1932.0
7,0,1533,576,655,70761,0.0,54,200,1975,878,1975,1975.0
6,868,888,422,742,9303,42.0,122,144,1997,130,1996,1996.0
8,804,786,676,0,9000,0.0,30,0,2008,768,2008,2008.0
5,0,1728,560,1606,9297,0.0,0,0,1976,122,1976,1976.0
7,0,1242,528,916,9600,320.0,0,0,1973,326,1973,1973.0
5,720,624,513,0,4571,0.0,0,0,1950,624,1916,1916.0
4,0,1663,529,1116,53227,0.0,137,224,1994,248,1954,1954.0
8,833,833,228,0,5100,0.0,63,192,1996,588,1925,1925.0
5,224,979,352,185,7015,161.0,0,0,1950,524,1950,1950.0
8,1103,832,552,544,8004,110.0,150,0,2009,288,2009,2009.0
7,560,575,576,350,7200,0.0,0,256,2007,0,1936,1971.0
5,0,864,360,553,8281,0.0,0,0,1965,0,1965,1965.0
6,811,849,240,326,11988,0.0,0,0,1995,389,1934,1939.0
5,0,1040,0,616,8430,136.0,0,0,1978,424,1978,1980.0
7,0,1414,398,0,3072,18.0,20,144,2004,1375,2004,2004.0
7,0,1277,526,778,10628,0.0,0,0,1970,499,1970,1970.0
5,756,888,312,386,9480,224.0,0,168,1995,342,1942,1942.0
8,0,1634,866,0,11428,248.0,44,0,2006,1626,2006,2006.0
6,878,832,506,426,9291,120.0,70,144,1993,406,1993,1993.0
8,0,1502,528,368,6820,0.0,54,0,1985,0,1985,1985.0
7,808,1161,534,0,11952,0.0,0,0,1977,808,1977,1977.0
6,0,1072,525,459,3675,80.0,28,0,2005,88,2005,2005.0
8,0,1976,908,1350,14977,304.0,63,250,2007,626,2006,2006.0
8,0,1652,499,1196,5330,0.0,48,96,2000,298,2000,2000.0
5,0,970,624,630,8480,0.0,24,0,1963,340,1963,1996.0
6,0,1493,508,994,13125,215.0,39,140,1998,484,1997,1997.0
9,574,2069,694,0,13693,772.0,84,414,2006,2153,2006,2006.0
8,0,1718,826,1288,10637,336.0,44,208,2008,417,2007,2007.0
4,0,1131,672,168,5925,435.0,72,0,2000,739,1937,1995.0
9,0,1850,772,1261,16033,378.0,112,519,2005,572,2004,2004.0
9,0,1792,874,1567,11846,562.0,49,206,2004,225,2003,2003.0
7,910,916,164,299,2500,0.0,0,0,2005,611,1915,1915.0
6,0,1216,402,897,4500,116.0,125,0,1998,319,1998,1998.0
5,0,999,264,588,7758,0.0,132,0,2001,411,1962,1963.0
5,0,1113,264,607,9600,0.0,80,0,2007,506,1950,1950.0
5,0,1073,515,836,10289,168.0,0,0,1965,237,1965,1965.0
5,0,1484,487,998,12243,0.0,0,224,1971,486,1971,1971.0
5,648,1766,520,664,10800,0.0,0,142,1970,290,1900,1970.0
4,0,630,286,515,1526,0.0,0,0,2002,115,1970,1970.0
5,688,616,336,0,2665,0.0,24,141,1976,264,1976,1976.0
6,620,958,240,403,9490,0.0,0,0,1950,238,1941,1941.0
6,728,728,429,0,15578,0.0,0,0,2006,728,2006,2006.0
5,0,1269,308,374,7931,0.0,0,0,1960,363,1960,1964.0
5,0,886,273,0,5784,0.0,20,144,1996,190,1938,1938.0
4,0,720,0,495,7879,0.0,523,0,1950,225,1920,1980.0
8,0,3228,546,1231,12692,0.0,75,264,1993,1969,1992,1992.0
7,687,1133,240,329,9120,0.0,100,0,1950,697,1925,1925.0
5,0,899,288,450,7800,89.0,0,64,2004,414,1967,1967.0
5,0,912,297,111,7535,0.0,285,12,1985,522,1958,1958.0
6,546,672,264,356,1890,285.0,28,144,1973,316,1973,1973.0
7,902,866,603,400,9803,0.0,108,0,2005,466,2005,2005.0
5,0,1214,461,698,9170,0.0,0,0,1965,420,1965,1965.0
7,0,1801,484,1247,15602,0.0,54,0,1997,254,1959,1959.0
6,467,855,440,257,2308,0.0,0,260,1974,103,1974,1974.0
5,1000,960,400,0,7596,360.0,0,0,1952,960,1952,1952.0
8,846,1065,471,380,9554,125.0,81,182,1994,397,1993,1993.0
6,0,1218,676,27,7862,0.0,102,0,2009,1191,2009,2009.0
7,689,689,360,141,9600,0.0,0,0,2005,548,1928,1928.0
5,0,1041,270,991,9600,132.0,88,224,1959,50,1959,1959.0
5,0,1363,288,650,14559,70.0,42,324,2000,178,1951,1951.0
7,0,1368,474,0,6792,94.0,35,132,2006,1368,2005,2005.0
5,0,864,624,521,9100,0.0,0,0,1958,169,1958,1964.0
6,0,1080,484,336,9187,0.0,0,120,1983,748,1983,1983.0
5,0,789,200,0,10594,0.0,0,0,1950,768,1926,1926.0
10,0,2020,900,1436,12220,305.0,54,156,2009,570,2009,2009.0
6,741,1378,583,0,10448,333.0,104,0,1972,689,1972,1972.0
7,1067,1277,889,0,10208,921.0,0,220,1997,1264,1996,1996.0
6,914,882,546,706,9531,0.0,36,0,1998,88,1998,1998.0
7,804,1276,282,0,10918,0.0,0,0,2004,1276,1926,1926.0
4,600,694,0,0,10800,0.0,114,220,2000,0,1900,1980.0
6,0,1244,336,777,11988,0.0,40,0,1957,467,1957,1957.0
6,660,1004,420,399,5000,0.0,24,0,1950,605,1947,1950.0
10,1538,3138,884,2260,40094,762.0,406,208,2008,878,2007,2007.0
7,1015,1383,834,719,11787,594.0,60,239,1997,660,1996,1996.0
7,0,1266,453,0,7500,0.0,144,38,2005,1257,2005,2005.0
5,0,928,252,377,13300,0.0,0,261,2000,551,1956,1956.0
9,1237,1476,858,1330,14948,268.0,66,126,2008,122,2008,2008.0
4,0,605,0,348,9098,0.0,0,0,2002,180,1920,1980.0
6,0,2515,484,1219,32668,0.0,0,0,1975,816,1957,1975.0
6,0,1509,600,783,10200,219.0,0,224,1989,678,1988,1988.0
6,611,751,502,0,6155,0.0,0,0,1999,611,1920,1920.0
5,0,827,392,0,7200,0.0,0,0,2007,0,1955,1967.0
1,0,334,0,0,5000,0.0,0,0,1950,0,1946,1980.0
8,707,707,403,0,9056,0.0,35,100,2004,707,2004,2004.0
5,527,820,0,969,7000,0.0,0,85,1991,148,1910,1980.0
7,844,880,527,0,8924,0.0,155,120,1999,880,1998,1998.0
4,0,864,576,600,12735,0.0,0,216,1972,264,1972,1980.0
5,0,1159,336,673,11553,188.0,0,466,1968,378,1968,1968.0
8,0,1601,670,1358,11423,479.0,0,180,2002,223,2001,2001.0
9,0,1838,765,1260,14601,584.0,68,270,2006,578,2006,2006.0
8,1288,997,648,0,11000,72.0,56,0,2000,969,2000,2000.0
7,0,1680,583,144,10140,0.0,73,78,1999,379,1998,1998.0
7,0,767,367,584,4058,182.0,40,120,1998,0,1998,1998.0
7,832,664,426,554,17104,0.0,24,100,2006,100,2006,2006.0
7,806,1377,786,1002,13837,178.0,0,0,1988,0,1988,1988.0
6,720,915,440,300,8737,0.0,38,0,1950,765,1923,1950.0
5,0,768,624,619,7244,0.0,0,104,1970,149,1970,1987.0
5,0,825,720,180,8235,0.0,50,140,1995,0,1955,1963.0
7,1182,912,615,0,9375,0.0,182,182,2004,912,2003,2003.0
6,0,1069,440,559,4043,0.0,55,0,1977,510,1977,1977.0
5,0,928,288,308,6000,0.0,0,0,1957,620,1957,1957.0
8,0,1717,908,0,11146,250.0,39,169,2006,1709,2006,2006.0
4,0,1126,520,0,8777,0.0,96,0,2003,0,1949,2002.0
7,1040,1006,871,866,10625,292.0,62,320,2004,132,2003,2003.0
5,0,1048,280,0,6380,0.0,0,0,1950,993,1922,1922.0
5,0,1092,299,895,14850,0.0,0,268,1957,197,1957,1957.0
4,439,897,570,637,11040,0.0,47,0,1950,0,1920,1994.0
7,717,729,406,604,21872,0.0,22,264,1997,125,1996,1996.0
7,0,1557,420,0,3196,18.0,20,143,2004,1374,2003,2003.0
5,0,1392,528,1302,11341,180.0,0,0,1996,90,1957,1957.0
5,0,1389,418,1071,10010,0.0,38,240,1975,195,1974,1975.0
5,0,996,0,290,13907,0.0,0,144,1969,706,1940,1980.0
6,511,1163,396,0,21780,0.0,36,72,1950,1163,1918,1955.0
7,1129,1166,590,728,13346,0.0,40,0,2000,367,1992,1992.0
6,806,841,216,0,6858,0.0,66,0,1950,806,1915,1920.0
9,1370,1134,656,0,11198,245.0,39,144,2007,1122,2005,2005.0
7,0,1535,532,2,10171,168.0,0,0,2004,1515,2004,2004.0
8,636,1496,612,1441,12327,0.0,40,349,2009,55,1983,1983.0
5,0,943,600,943,7032,0.0,0,42,1979,0,1979,1979.0
5,0,1728,576,231,13101,108.0,0,0,1965,1497,1965,1987.0
6,0,864,288,414,7332,207.0,0,168,1959,450,1959,1959.0
7,846,846,650,0,13159,0.0,114,208,2009,846,2009,2009.0
7,656,774,400,0,9967,0.0,0,100,2000,384,2000,2000.0
5,533,576,288,349,10500,82.0,0,35,2005,23,1971,1971.0
5,384,832,336,442,8480,0.0,0,158,1950,390,1947,1947.0
7,600,877,216,0,6292,0.0,50,0,1950,861,1928,1928.0
5,0,1320,564,328,11777,97.0,68,160,1966,285,1966,1966.0
7,689,703,540,0,3604,0.0,102,0,2007,689,2007,2007.0
5,745,1050,352,0,12150,335.0,0,0,1954,1050,1954,1954.0
6,0,1429,572,594,14585,85.0,110,216,1987,331,1960,1960.0
8,0,2042,1390,0,12704,306.0,90,0,2009,2042,2008,2009.0
6,0,816,0,816,11841,104.0,32,0,1990,0,1990,1980.0
10,1254,1521,880,0,13500,0.0,502,105,2000,1237,1893,1988.0
4,584,989,240,0,6120,0.0,0,0,1995,884,1935,1935.0
8,0,2028,880,1460,11443,208.0,66,326,2006,408,2005,2005.0
6,0,838,275,210,10267,0.0,0,0,2000,0,1918,1961.0
5,0,860,528,672,8740,0.0,0,0,1982,168,1982,1996.0
5,0,1473,452,1324,25095,0.0,48,0,2003,113,1968,1968.0
5,0,779,308,0,9100,0.0,0,0,1960,742,1930,1988.0
7,812,770,520,490,8320,0.0,45,0,2004,280,2004,2004.0
10,568,1728,842,1338,13478,420.0,274,382,2008,384,2008,2008.0
5,0,816,816,816,6600,0.0,0,0,2003,0,1982,1985.0
6,0,848,420,685,4435,170.0,0,140,2003,163,2003,2003.0
5,0,924,280,0,7990,0.0,0,0,1975,924,1975,1981.0
8,0,1826,758,1422,11302,238.0,75,180,2006,392,2005,2005.0
6,684,684,216,0,3600,0.0,158,0,1993,684,1910,1930.0
7,0,1402,648,0,3922,72.0,16,120,2007,1258,2006,2006.0
5,0,1647,621,1283,12984,459.0,0,0,1977,0,1977,1977.0
6,840,716,452,81,1950,0.0,0,161,1980,23,1980,1980.0
8,846,1058,736,546,10927,280.0,60,179,2005,512,2005,2003.0
6,595,780,544,0,9000,0.0,162,0,1950,780,1937,1979.0
8,988,927,506,789,10041,0.0,150,120,1992,119,1992,1992.0
7,600,600,480,0,3182,0.0,172,0,2005,600,2004,2004.0
7,0,1494,530,922,12803,99.0,36,192,2002,572,2002,2002.0
7,800,1186,486,454,13600,176.0,42,0,1990,314,1965,1965.0
5,0,1040,576,732,12464,0.0,0,168,1996,308,1996,2000.0
5,896,1112,230,603,7800,0.0,0,103,2002,293,1948,1948.0
8,1254,1940,380,428,12168,0.0,0,0,1998,537,1934,1934.0
4,0,1029,261,903,7943,192.0,0,64,1961,126,1961,1961.0
9,677,1476,736,904,11050,204.0,142,253,2000,536,2000,2000.0
6,0,1032,564,605,10395,233.0,0,0,1978,427,1978,1978.0
8,573,1299,531,990,11885,108.0,122,160,2001,309,2001,2001.0
5,0,1120,0,206,8402,0.0,30,0,2007,914,2007,1980.0
4,0,630,0,150,1491,0.0,24,96,1972,0,1972,1980.0
6,0,1054,480,763,8800,156.0,0,120,1963,173,1963,1963.0
6,702,807,393,457,7861,0.0,75,100,2003,326,2002,2002.0
6,0,832,528,0,7227,0.0,0,0,1954,832,1954,1962.0
9,0,1828,774,48,11694,452.0,108,0,2007,1774,2007,2007.0
8,780,1482,749,871,12244,226.0,0,168,2003,611,2003,2003.0
3,0,864,0,41,8248,0.0,0,0,1950,823,1914,1980.0
6,1066,1548,624,956,10800,0.0,243,38,1997,384,1974,1974.0
5,0,980,484,560,7064,153.0,0,192,1977,420,1977,1986.0
6,756,756,440,420,2117,513.0,32,0,2000,336,2000,2000.0
6,778,1012,484,247,10400,288.0,0,148,1972,485,1972,1972.0
6,0,1116,440,0,10000,261.0,0,0,1962,1116,1962,1962.0
5,0,1422,286,0,12342,0.0,0,0,1978,978,1960,1960.0
6,0,1520,364,674,9600,164.0,0,0,1972,350,1955,1955.0
5,1040,1040,504,650,11606,192.0,0,335,1969,390,1969,1969.0
6,0,1350,520,624,9020,259.0,0,176,1964,288,1964,1964.0
5,661,1089,240,0,9000,0.0,0,0,1991,636,1880,1937.0
8,0,1554,627,24,4590,108.0,73,156,2006,1530,2006,2006.0
7,0,1411,544,822,11900,209.0,0,192,1977,564,1977,1977.0
5,0,1056,260,480,9250,0.0,0,390,2005,108,1954,1954.0
6,0,1056,576,1056,6979,0.0,56,264,1980,0,1980,1980.0
6,1440,1440,0,256,10896,0.0,110,0,1995,1184,1914,1980.0
2,0,800,0,0,6120,0.0,0,0,1950,264,1936,1980.0
5,576,811,256,0,6000,0.0,0,0,1954,811,1954,1954.0
5,0,796,0,0,8777,0.0,0,328,1950,796,1910,1980.0
8,0,1567,648,1154,3982,0.0,0,312,2006,366,2006,2006.0
8,0,1518,588,1218,12677,472.0,140,185,2004,300,2003,2003.0
7,872,1057,650,738,7050,0.0,235,0,2001,319,2001,2001.0
8,704,2000,538,1410,13860,0.0,111,269,1995,542,1972,1972.0
5,840,780,462,493,10793,263.0,0,208,1969,0,1969,1969.0
9,0,1766,478,1121,9187,162.0,130,195,2009,645,2009,2009.0
6,0,981,576,282,10530,0.0,312,0,1971,664,1971,1979.0
5,0,1048,420,0,7200,0.0,27,0,1950,0,1950,1950.0
6,0,1094,495,500,10452,216.0,0,0,1953,594,1953,1953.0
6,788,1051,442,0,7700,351.0,124,0,1966,756,1966,1966.0
4,0,630,0,131,1936,0.0,0,0,1970,0,1970,1980.0
7,843,822,562,0,8125,0.0,0,0,2007,813,2007,2007.0
4,755,755,296,0,9084,0.0,0,120,1950,755,1940,1940.0
7,807,909,512,0,8750,0.0,120,0,1996,880,1996,1996.0
6,713,756,216,0,10320,0.0,0,57,1995,756,1906,1906.0
8,0,2113,839,1696,10437,660.0,46,236,1995,413,1995,1995.0
6,567,525,264,0,1680,381.0,0,0,1971,525,1971,1971.0
5,0,1053,312,806,10007,54.0,0,0,2006,247,1959,1959.0
7,651,851,270,0,7200,0.0,0,0,2000,776,1931,1931.0
6,546,912,330,0,17503,0.0,0,192,1950,912,1948,1948.0
5,0,1486,480,637,9937,0.0,0,0,1999,849,1964,1968.0
7,793,1142,550,0,12384,233.0,113,0,1976,793,1976,1976.0
8,762,1686,711,1361,46589,528.0,76,517,2005,88,1994,1994.0
6,0,1392,576,0,13560,216.0,0,0,1968,1392,1968,1968.0
4,0,1181,588,920,10012,0.0,0,0,1972,38,1972,1974.0
8,0,2097,1134,1721,20896,0.0,267,192,2006,356,2005,2005.0
8,482,1454,504,0,11194,40.0,124,188,2000,1406,2000,2000.0
6,915,1465,596,187,18450,113.0,265,0,1979,111,1965,1965.0
6,0,1679,575,1138,8125,258.0,42,224,1998,270,1994,1994.0
5,0,1437,576,988,14175,0.0,0,304,1987,200,1956,1999.0
4,0,1180,252,0,11600,0.0,0,0,1950,700,1922,1922.0
6,738,738,540,193,8633,0.0,35,100,2005,545,2005,2005.0
6,672,697,300,551,6629,0.0,0,147,1950,121,1925,1930.0
6,0,1208,546,767,11250,0.0,42,198,1977,441,1977,1977.0
6,0,1839,416,1186,14442,106.0,87,0,2004,291,1957,1957.0
6,0,1136,384,892,9200,0.0,0,426,1965,244,1965,1965.0
6,586,855,440,311,2289,0.0,0,28,1978,544,1978,1978.0
4,679,1095,779,0,9600,0.0,0,0,1950,1095,1900,1920.0
5,0,792,240,0,9022,0.0,0,316,2006,768,1924,1924.0
8,0,2046,834,0,11844,464.0,82,322,2008,2046,2008,2008.0
5,0,988,572,827,9945,57.0,0,0,1961,161,1961,1963.0
6,0,923,264,543,8012,0.0,0,80,1980,261,1980,1980.0
5,672,848,281,182,4500,0.0,0,0,2000,611,1932,1968.0
6,0,1291,431,1003,2887,0.0,0,307,1997,288,1996,1996.0
9,0,1668,702,1059,11248,215.0,45,257,2002,567,2002,2002.0
7,644,1195,486,0,16770,30.0,81,0,1998,1195,1998,1998.0
7,900,1190,577,828,5062,0.0,0,219,1984,180,1984,1984.0
7,887,874,578,0,10207,0.0,105,144,2007,874,2007,2007.0
7,551,551,480,239,5105,0.0,60,0,2004,312,2004,2004.0
8,0,1419,567,945,8089,0.0,0,140,2007,474,2007,2007.0
6,0,1362,460,20,7577,256.0,28,192,2006,1342,2005,2005.0
6,0,848,420,697,4426,147.0,0,149,2004,151,2004,2004.0
10,1872,2444,832,1455,21535,1170.0,50,382,1995,989,1994,1994.0
7,1281,1238,628,965,26178,293.0,27,320,1990,245,1989,1989.0
5,0,1073,326,0,5400,0.0,0,0,1968,1073,1921,1968.0
5,472,1067,576,0,6120,0.0,0,112,1950,927,1936,1995.0
6,0,1137,551,980,13811,72.0,0,125,1987,92,1987,1987.0
5,0,616,205,616,6000,0.0,0,0,1950,0,1921,1921.0
5,0,1148,308,210,6420,0.0,0,0,1952,219,1952,1952.0
5,0,894,336,553,8450,0.0,144,416,2009,224,1965,1973.0
7,0,1391,530,16,4282,0.0,158,156,2004,1375,2004,2004.0
8,0,1800,765,1274,14331,630.0,78,270,2002,526,2002,2002.0
7,0,1164,528,0,9600,168.0,0,0,1969,1164,1969,1969.0
8,1312,1264,666,0,12438,466.0,100,324,2006,1234,2006,2006.0
5,780,1032,672,0,7630,0.0,0,344,1996,360,1900,1999.0
7,0,1484,606,712,8400,109.0,35,0,2005,761,2004,2004.0
4,720,372,0,0,5600,0.0,0,0,1950,0,1930,1980.0
7,0,1824,739,1219,115149,351.0,48,380,2002,424,1971,1971.0
8,0,1324,550,863,6240,176.0,38,192,2006,461,2006,2006.0
7,728,728,400,0,9018,0.0,24,100,2007,728,2007,2007.0
5,0,904,408,0,7162,41.0,0,0,1966,876,1966,1966.0
3,0,729,0,0,4130,0.0,0,0,2003,270,1935,1980.0
4,319,859,384,0,8712,0.0,0,68,1950,859,1900,1964.0
8,0,1228,472,767,4671,0.0,120,168,1989,461,1988,1988.0
4,0,960,576,789,9873,160.0,288,0,1970,171,1970,1970.0
6,754,725,475,533,13517,289.0,44,0,2005,192,1976,1976.0
6,0,1350,478,0,10140,174.0,0,0,1974,1064,1974,1974.0
7,978,1576,704,0,10800,0.0,48,0,1998,718,1890,1996.0
5,0,1178,439,1084,10000,0.0,0,224,2000,92,1973,1973.0
7,1093,1325,983,1173,10542,651.0,154,250,1994,138,1993,1993.0
5,0,971,300,523,9920,0.0,0,0,1969,448,1969,1969.0
8,0,1742,564,1148,6563,0.0,28,114,1985,594,1985,1985.0
6,0,848,420,662,4426,169.0,0,160,2004,186,2004,2004.0
4,0,864,463,191,8120,0.0,0,0,1970,673,1970,1994.0
4,473,997,548,0,8172,0.0,0,0,1972,941,1954,1958.0
9,0,1698,768,1234,13286,340.0,64,327,2008,464,2007,2007.0
4,0,864,660,375,6960,0.0,0,96,1970,250,1970,1989.0
